,age,job,marital,education,default,housing,loan,contact,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,duration,y_pred,y_proba
9254,42,Service,married,Mid,no,no,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,100,0,0.311175844081
9267,41,Unskilled,married,Mid,unknown,yes,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,326,0,0.210660312593
28238,39,Service,married,Basic,no,no,no,1,3,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,0,88,1,0.645791502745
30626,51,Unemployed,married,Mid,no,no,no,1,5,1,success,-1.8,92.893,-46.2,1.354,5099.1,0,14,1,0.800270270923
25837,32,Service,married,Degree,no,yes,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,186,1,0.533043966914
24965,47,Service,married,Mid,no,yes,no,1,1,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,103,0,0.292983640163
15572,39,Unskilled,married,Mid,no,yes,yes,0,5,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,99,0,0.0985406175298
18917,52,Unskilled,married,Mid,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,551,0,0.286657108153
7775,38,Service,married,Mid,unknown,yes,no,0,7,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,25,0,0.173691661094
657,56,Professional,married,Degree,unknown,no,yes,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,92,0,0.16402979313
23505,33,Service,married,Degree,no,yes,no,1,5,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,51,0,0.307901802534
21272,52,Service,divorced,Degree,no,no,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,91,0,0.297306462403
14240,27,Unskilled,single,Mid,no,unknown,unknown,1,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,182,0,0.237301627448
24203,53,Unemployed,married,Degree,no,unknown,unknown,1,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,126,0,0.373242896237
40467,51,Unskilled,married,Mid,no,yes,no,1,1,4,success,-1.7,94.027,-38.3,0.903,4991.6,1,237,1,0.974204572301
2830,52,Unskilled,married,Basic,unknown,yes,yes,0,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,833,0,0.155495612211
943,55,Unskilled,married,Basic,unknown,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,1581,0,0.177858306407
4215,36,Service,married,Degree,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,150,0,0.324226334824
30156,21,Service,single,Mid,no,no,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,264,1,0.648914067779
23363,46,Unskilled,married,Basic,no,no,yes,1,14,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,10,0,0.131840733068
29526,34,Unskilled,married,Mid,unknown,no,yes,1,5,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0,49,0,0.240701084557
24387,33,Service,single,Degree,no,no,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,69,1,0.529477647343
14040,22,Unskilled,married,Degree,no,yes,no,1,5,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,143,0,0.358073847707
14938,42,Service,married,Mid,unknown,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,252,0,0.305270471285
41100,33,Service,married,Degree,no,yes,no,1,1,1,success,-1.1,94.767,-50.8,1.049,4963.6,1,482,1,0.975541052286
25361,35,Service,divorced,Mid,no,yes,yes,1,6,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,62,0,0.29362941286
26418,38,Service,married,Mid,no,unknown,unknown,1,1,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,309,0,0.369450775336
2004,48,Professional,married,Mid,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,76,0,0.218750636999
34293,39,Service,divorced,Mid,no,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,186,1,0.539537584939
23422,31,Service,single,Degree,no,yes,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,72,0,0.324347380251
37635,74,Retired,married,Mid,no,yes,no,1,1,1,failure,-2.9,92.201,-31.4,0.861,5076.2,1,156,1,0.618091507496
9701,26,Service,single,Mid,no,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,223,0,0.292234561101
15968,55,Service,married,Degree,unknown,no,no,1,4,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,78,0,0.329349553267
25441,33,Service,married,Degree,no,yes,yes,1,3,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,84,0,0.452344047311
6882,43,Unemployed,married,Mid,no,yes,no,0,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,585,0,0.20858654605
36538,26,Service,single,Degree,no,yes,no,1,1,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,102,1,0.879260016369
18392,35,Service,married,Degree,no,no,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,207,0,0.434778361182
36152,33,Service,single,Degree,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,1,200,1,0.642716865939
28781,37,Service,married,Degree,no,yes,yes,1,5,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1,700,1,0.607300114244
27941,28,Service,single,Mid,no,no,no,0,2,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,1,234,0,0.245828019834
8201,38,Student,single,Degree,no,unknown,unknown,0,1,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,23,0,0.360005691947
38615,37,Professional,married,Degree,no,yes,yes,1,1,1,success,-3.4,92.649,-30.1,0.722,5017.5,1,1024,1,0.966890965132
29650,48,Retired,divorced,Basic,unknown,yes,no,1,3,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,132,1,0.516296813039
7760,24,Professional,married,Degree,unknown,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,1193,0,0.187301103033
17944,44,Unskilled,single,Mid,no,yes,no,0,11,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,1127,0,0.080686247226
14422,32,Service,single,Degree,no,unknown,unknown,1,3,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,136,0,0.313494189609
25100,45,Professional,married,Basic,no,unknown,unknown,1,1,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,121,0,0.324598684766
37872,36,Service,single,Degree,no,yes,no,1,1,1,failure,-2.9,92.201,-31.4,0.821,5076.2,0,62,1,0.605103045395
10861,28,Service,single,Degree,unknown,no,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,262,0,0.259538719187
37234,54,Service,married,Degree,no,yes,no,1,1,1,success,-2.9,92.201,-31.4,0.881,5076.2,0,325,1,0.938739968517
5382,26,Service,single,Mid,no,no,no,0,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,211,0,0.230836403182
35028,32,Service,divorced,Mid,no,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,25,1,0.53684802768
3861,43,Unskilled,divorced,Mid,no,yes,no,0,3,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,169,0,0.177231099941
34644,37,Unskilled,single,Mid,no,yes,no,1,2,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,142,1,0.537635317376
39220,34,Service,single,Degree,no,yes,no,1,1,3,success,-1.8,93.369,-34.8,0.652,5008.7,1,568,1,0.958844890237
2761,40,Unskilled,divorced,Basic,unknown,yes,no,0,5,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,477,0,0.114684692797
3375,28,Student,single,Basic,no,no,no,0,8,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,484,0,0.278807213845
13270,32,Service,single,Degree,no,no,yes,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,90,0,0.404293046382
10030,29,Service,married,Mid,no,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,109,0,0.302859464502
36044,54,Service,divorced,Degree,no,yes,no,1,1,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,81,0,0.39174712069
33469,35,Service,single,Mid,no,yes,no,1,3,1,success,-1.8,92.893,-46.2,1.291,5099.1,0,301,1,0.839562002554
34181,27,Professional,married,Mid,no,yes,no,1,2,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,285,1,0.524391130563
23075,48,Unskilled,married,Mid,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,155,0,0.285514735465
24450,38,Professional,married,Mid,no,yes,no,1,2,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,63,0,0.405746577247
41121,46,Service,single,Degree,no,yes,no,1,3,1,failure,-1.1,94.767,-50.8,1.046,4963.6,0,1166,1,0.786417492865
31199,34,Unskilled,married,Basic,no,yes,yes,1,4,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,338,0,0.477446358016
40291,80,Retired,divorced,Basic,no,no,yes,1,2,2,success,-1.7,94.215,-40.3,0.899,4991.6,1,169,1,0.972116793238
38159,35,Service,married,Mid,no,no,no,1,1,2,success,-3.4,92.431,-26.9,0.754,5017.5,0,302,1,0.971220996273
24494,29,Service,single,Degree,no,yes,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,183,1,0.522789554215
16954,38,Unskilled,single,Mid,unknown,no,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,147,0,0.250864280726
24122,57,Professional,married,Degree,no,yes,no,0,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,76,0,0.213371098202
9506,47,Professional,married,Basic,no,no,yes,0,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,74,0,0.230411329153
23336,47,Service,married,Degree,no,no,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,63,0,0.344164355951
7915,36,Service,married,Degree,no,yes,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,302,0,0.364760955836
37482,62,Retired,married,Degree,unknown,yes,yes,1,2,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,0,791,1,0.697173468198
31678,28,Unskilled,single,Mid,no,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,16,1,0.558087701156
22782,50,Unskilled,married,Basic,no,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,119,0,0.296749062014
35220,32,Service,single,Degree,no,no,yes,1,2,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,137,0,0.38405238154
34066,29,Service,single,Basic,no,yes,yes,1,5,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,252,0,0.485637235606
21099,38,Service,divorced,Degree,unknown,no,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,125,0,0.205992939304
14928,38,Unskilled,married,Basic,unknown,yes,no,1,4,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,406,0,0.249379085151
15638,30,Professional,single,Degree,no,yes,no,0,3,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,90,0,0.139807739371
38357,36,Professional,married,Basic,no,no,no,1,2,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,0,143,1,0.853082738566
28019,41,Unskilled,married,Basic,unknown,yes,yes,1,1,2,failure,-1.8,93.075,-47.1,1.483,5099.1,0,288,0,0.310043010984
6136,38,Unskilled,single,Mid,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,174,0,0.235210108381
5907,44,Service,married,Degree,no,yes,no,0,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,200,0,0.294775770572
39822,47,Unskilled,married,Mid,no,no,no,1,1,0,nonexistent,-1.7,94.055,-39.8,0.713,4991.6,0,544,1,0.87832724825
19735,51,Service,divorced,Degree,no,yes,no,1,6,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,218,0,0.243369045284
5707,43,Professional,married,Mid,no,yes,yes,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,642,0,0.185727740604
12169,58,Professional,married,Degree,no,no,no,0,1,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,0,55,0,0.169659572733
11583,42,Unskilled,married,Mid,unknown,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,93,0,0.20040079908
35930,46,Service,single,Degree,no,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,344,1,0.651156909065
6390,39,Service,married,Degree,no,no,no,0,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,73,0,0.272435737742
35834,45,Service,single,Degree,no,no,no,1,1,1,success,-1.8,92.893,-46.2,1.259,5099.1,1,582,1,0.884029245078
23084,55,Service,divorced,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,610,0,0.306775947042
26166,34,Professional,single,Mid,no,yes,yes,1,2,1,success,-0.1,93.2,-42.0,4.12,5195.8,0,201,1,0.682617224606
24007,35,Professional,married,Degree,no,yes,no,0,1,0,nonexistent,-0.1,93.798,-40.4,5.0,5195.8,0,309,0,0.434891385987
25767,51,Professional,divorced,Degree,no,yes,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,133,0,0.406993452375
21187,32,Service,single,Degree,no,no,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,515,0,0.329413044768
10183,41,Service,married,Mid,unknown,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,85,0,0.22650278248
16801,54,Service,married,Degree,unknown,no,yes,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,157,0,0.326897941944
1930,40,Unskilled,married,Mid,no,no,no,0,3,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,51,0,0.225611428341
25076,54,Professional,married,Degree,no,no,no,1,1,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,53,0,0.293713668896
5001,37,Unskilled,single,Mid,no,yes,yes,0,2,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,131,0,0.19122480646
11810,40,Unskilled,married,Basic,unknown,yes,no,0,4,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,30,0,0.185122713362
1430,43,Unskilled,married,Basic,unknown,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,301,0,0.175706701677
13206,28,Service,single,Mid,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,85,0,0.392638669498
21012,33,Service,married,Degree,no,no,yes,1,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,189,0,0.310474484659
30358,28,Service,married,Degree,no,yes,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,63,1,0.70458322283
22231,31,Professional,married,Degree,no,no,yes,1,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,166,0,0.259571087774
3220,45,Service,married,Basic,unknown,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,124,0,0.206755913825
14154,40,Professional,married,Degree,no,no,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,550,0,0.37640161833
31594,32,Service,married,Mid,no,no,no,1,1,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,104,0,0.407892928424
30879,39,Unskilled,married,Mid,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,257,1,0.568297606755
40055,35,Service,married,Mid,no,yes,no,1,2,1,success,-1.7,94.215,-40.3,0.802,4991.6,1,273,1,0.975124667713
3519,29,Unemployed,single,Degree,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,297,0,0.26324143151
11843,31,Service,divorced,Mid,no,no,no,0,3,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,111,0,0.239329688642
430,43,Professional,divorced,Degree,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,87,0,0.221371246776
24854,39,Service,married,Degree,no,no,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,108,1,0.541791802063
30591,56,Service,married,Degree,no,yes,yes,1,2,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1,333,1,0.601793510588
38124,61,Professional,married,Degree,no,yes,no,1,1,0,nonexistent,-3.4,92.379,-29.8,0.741,5017.5,0,491,1,0.859620841966
29226,47,Service,married,Degree,unknown,yes,yes,1,2,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,126,1,0.556542730564
12513,47,Service,married,Mid,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,461,0,0.409573005928
37511,41,Unskilled,married,Mid,no,no,no,1,1,1,failure,-2.9,92.201,-31.4,0.873,5076.2,0,75,1,0.532976302381
39856,35,Service,single,Degree,no,yes,no,1,1,1,success,-1.7,94.055,-39.8,0.72,4991.6,1,293,1,0.975401989385
34220,32,Professional,married,Degree,no,yes,yes,1,9,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,36,0,0.244074206156
17377,44,Unskilled,single,Mid,unknown,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,699,0,0.264294591881
12584,45,Service,married,unknown,unknown,yes,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,326,0,0.267222807387
18838,41,Service,married,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,227,0,0.366477321928
18481,38,Service,married,Mid,no,yes,no,0,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,120,0,0.167204102716
1503,44,Unskilled,single,Mid,unknown,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,122,0,0.164908431976
15917,57,Service,married,Degree,no,yes,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,564,0,0.451230227183
20021,41,Service,divorced,Degree,no,yes,yes,1,2,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,116,0,0.250856912358
13787,41,Service,married,Mid,no,no,no,1,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,61,0,0.368316982503
29518,40,Service,married,Degree,no,yes,yes,1,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,314,1,0.666102988172
38537,34,unknown,single,Degree,no,no,no,0,1,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0,85,1,0.575716512566
37789,51,Service,divorced,Mid,no,yes,no,1,1,1,success,-2.9,92.201,-31.4,0.838,5076.2,1,192,1,0.901555338039
26702,39,Service,single,Degree,unknown,yes,no,1,2,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,689,0,0.404927435052
31776,34,Service,single,Mid,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,230,1,0.592852366765
12353,28,Unskilled,divorced,Basic,no,no,no,0,1,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0,327,0,0.118335073454
29525,29,Service,single,Degree,no,no,yes,1,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,222,1,0.657355206006
39496,59,Retired,divorced,Mid,no,yes,no,1,2,1,failure,-1.8,93.749,-34.6,0.644,5008.7,0,247,1,0.738622367499
34956,34,Service,married,Degree,no,yes,no,1,1,2,failure,-1.8,92.893,-46.2,1.25,5099.1,0,612,0,0.471793998706
21255,31,Service,single,Degree,no,yes,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,263,0,0.338253954463
12724,33,Service,married,Degree,no,yes,no,0,17,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,9,0,0.0832634761379
28486,42,Professional,married,Degree,no,no,no,1,2,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1,133,1,0.64699968228
3715,24,Service,married,Mid,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,376,0,0.25841035786
38588,60,Retired,married,Basic,unknown,yes,no,1,1,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,0,59,1,0.863057950087
29663,34,Unskilled,married,Mid,no,yes,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,318,1,0.623516809642
1077,29,Service,single,Degree,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,1273,0,0.307356360148
6188,55,Service,married,Mid,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,219,0,0.282551648518
28896,34,Service,married,Degree,no,no,no,1,2,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,141,1,0.698731450921
32046,36,Unskilled,married,Basic,no,no,no,1,2,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,227,1,0.564121351987
32315,49,Unskilled,married,Basic,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,87,1,0.577556133629
28382,38,Service,married,Mid,no,yes,no,1,1,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0,220,0,0.463834586989
12079,41,Unskilled,married,Degree,unknown,no,yes,0,1,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0,244,0,0.217540784949
31792,37,Professional,divorced,Degree,no,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,51,1,0.53438783133
7,41,Unskilled,married,unknown,unknown,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,217,0,0.156622341547
26842,43,Service,single,Degree,unknown,unknown,unknown,1,3,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,157,0,0.291056093523
19060,53,Unskilled,married,Basic,unknown,yes,no,0,4,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1,1186,0,0.0624713834894
37700,32,Service,married,Degree,no,yes,no,1,2,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,0,80,1,0.773265232918
8718,25,Service,single,Mid,no,no,yes,0,2,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,729,0,0.254149209234
8561,25,Unskilled,married,Mid,no,no,yes,0,1,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,29,0,0.245442872898
3928,40,Professional,married,Mid,unknown,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,131,0,0.1584609119
16810,56,Service,married,Mid,unknown,no,yes,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,775,0,0.280787679526
13831,29,Service,married,unknown,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,166,0,0.364509659346
25543,29,Service,single,Mid,no,yes,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,648,0,0.465145176513
28472,48,Unskilled,single,Mid,no,yes,no,1,1,1,failure,-1.8,93.075,-47.1,1.423,5099.1,0,85,0,0.416048315072
2624,34,Unskilled,single,Basic,no,yes,yes,0,3,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,1093,0,0.185596306271
29910,41,Unskilled,married,Degree,no,no,no,1,3,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,233,1,0.652465665455
9758,41,Unskilled,married,Basic,no,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,753,0,0.27977431257
4851,46,Unskilled,married,Basic,no,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,506,0,0.243693895988
7029,47,Service,married,Mid,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,146,0,0.276254177855
10477,44,Service,divorced,Mid,no,no,no,0,3,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,118,0,0.242281701914
20412,40,Service,married,Degree,no,yes,yes,1,1,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,117,0,0.321235565259
14111,31,Service,single,Mid,no,yes,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,227,0,0.378599913715
25228,32,Service,single,Degree,no,yes,no,1,2,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,145,0,0.312379794646
13906,55,Professional,married,Degree,unknown,yes,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,243,0,0.29848612201
17147,46,Service,divorced,Degree,unknown,yes,no,0,4,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,1946,0,0.0946601086544
12957,43,Unskilled,divorced,Mid,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,82,0,0.307557716
22613,32,Service,married,Degree,no,no,yes,1,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,219,0,0.31021332792
11342,25,Service,married,Mid,unknown,no,no,0,18,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,18,0,0.0969082080894
13525,36,Unskilled,married,Mid,unknown,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,209,0,0.279931110377
10930,33,Service,married,Degree,no,yes,no,0,5,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,379,0,0.310821220009
5822,52,Service,married,Degree,no,no,no,0,11,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,160,0,0.206858516644
9798,37,Unskilled,divorced,Mid,unknown,no,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,339,0,0.160812735635
38509,68,Retired,divorced,Degree,no,yes,no,1,2,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,1,418,1,0.891333927162
24873,54,Service,divorced,Degree,no,yes,no,1,2,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,79,0,0.269174559219
6988,43,Professional,married,Basic,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,199,0,0.234036460122
11922,53,Service,married,unknown,no,no,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,51,0,0.278699218173
36338,32,Service,single,Mid,no,yes,no,1,1,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,350,1,0.854743242364
22110,48,Service,married,Mid,no,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,163,0,0.323306132592
2992,26,Unemployed,single,Mid,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,282,0,0.222053234152
28751,44,Unskilled,married,Basic,no,yes,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,178,1,0.633549070613
17134,29,Service,single,Degree,no,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,246,0,0.452067806032
16596,24,Service,married,Mid,unknown,no,no,1,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,517,0,0.275024867085
24510,53,Unskilled,married,Degree,no,no,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,53,1,0.508265965412
35542,35,Unskilled,married,Degree,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,42,1,0.616927355538
9285,48,Professional,married,Mid,no,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,384,0,0.257889636624
