,age,job,marital,education,default,housing,loan,contact,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,y_proba
14040,22,Unskilled,married,Degree,no,yes,no,1,5,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
14938,42,Service,married,Mid,unknown,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.2
41100,33,Service,married,Degree,no,yes,no,1,1,1,success,-1.1,94.767,-50.8,1.049,4963.6,1,0.7
25361,35,Service,divorced,Mid,no,yes,yes,1,6,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.1
26418,38,Service,married,Mid,no,unknown,unknown,1,1,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
2004,48,Professional,married,Mid,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
34293,39,Service,divorced,Mid,no,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.1
23422,31,Service,single,Degree,no,yes,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0
37635,74,Retired,married,Mid,no,yes,no,1,1,1,failure,-2.9,92.201,-31.4,0.861,5076.2,1,0.5
9701,26,Service,single,Mid,no,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.0
15968,55,Service,married,Degree,unknown,no,no,1,4,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.0
25441,33,Service,married,Degree,no,yes,yes,1,3,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.0
6882,43,Unemployed,married,Mid,no,yes,no,0,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
36538,26,Service,single,Degree,no,yes,no,1,1,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,0,0.0
18392,35,Service,married,Degree,no,no,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.1
36152,33,Service,single,Degree,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,1,0.5
28781,37,Service,married,Degree,no,yes,yes,1,5,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1,0.3
27941,28,Service,single,Mid,no,no,no,0,2,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,1,0.2
8201,38,Student,single,Degree,no,unknown,unknown,0,1,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.1
38615,37,Professional,married,Degree,no,yes,yes,1,1,1,success,-3.4,92.649,-30.1,0.722,5017.5,1,0.8
29650,48,Retired,divorced,Basic,unknown,yes,no,1,3,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.1
7760,24,Professional,married,Degree,unknown,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0,0.2
17944,44,Unskilled,single,Mid,no,yes,no,0,11,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,1,0.0
14422,32,Service,single,Degree,no,unknown,unknown,1,3,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0,0.0
25100,45,Professional,married,Basic,no,unknown,unknown,1,1,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.0
37872,36,Service,single,Degree,no,yes,no,1,1,1,failure,-2.9,92.201,-31.4,0.821,5076.2,0,0.4
10861,28,Service,single,Degree,unknown,no,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,0.0
37234,54,Service,married,Degree,no,yes,no,1,1,1,success,-2.9,92.201,-31.4,0.881,5076.2,0,0.6
5382,26,Service,single,Mid,no,no,no,0,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.1
35028,32,Service,divorced,Mid,no,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.0
3861,43,Unskilled,divorced,Mid,no,yes,no,0,3,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.0
34644,37,Unskilled,single,Mid,no,yes,no,1,2,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,0,0.0
39220,34,Service,single,Degree,no,yes,no,1,1,3,success,-1.8,93.369,-34.8,0.652,5008.7,1,1.0
2761,40,Unskilled,divorced,Basic,unknown,yes,no,0,5,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.0
3375,28,Student,single,Basic,no,no,no,0,8,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.0
13270,32,Service,single,Degree,no,no,yes,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.3
10030,29,Service,married,Mid,no,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,0.0
36044,54,Service,divorced,Degree,no,yes,no,1,1,1,failure,-1.8,92.893,-46.2,1.266,5099.1,0,0.1
33469,35,Service,single,Mid,no,yes,no,1,3,1,success,-1.8,92.893,-46.2,1.291,5099.1,0,0.1
34181,27,Professional,married,Mid,no,yes,no,1,2,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.1
23075,48,Unskilled,married,Mid,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.0
24450,38,Professional,married,Mid,no,yes,no,1,2,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.0
41121,46,Service,single,Degree,no,yes,no,1,3,1,failure,-1.1,94.767,-50.8,1.046,4963.6,0,0.2
31199,34,Unskilled,married,Basic,no,yes,yes,1,4,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0,0.4
40291,80,Retired,divorced,Basic,no,no,yes,1,2,2,success,-1.7,94.215,-40.3,0.899,4991.6,1,0.9
38159,35,Service,married,Mid,no,no,no,1,1,2,success,-3.4,92.431,-26.9,0.754,5017.5,0,0.6
24494,29,Service,single,Degree,no,yes,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.1
16954,38,Unskilled,single,Mid,unknown,no,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.1
24122,57,Professional,married,Degree,no,yes,no,0,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.0
9506,47,Professional,married,Basic,no,no,yes,0,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.0
23336,47,Service,married,Degree,no,no,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.2
7915,36,Service,married,Degree,no,yes,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.0
37482,62,Retired,married,Degree,unknown,yes,yes,1,2,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,0,0.5
31678,28,Unskilled,single,Mid,no,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.3
22782,50,Unskilled,married,Basic,no,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.0
35220,32,Service,single,Degree,no,no,yes,1,2,1,failure,-1.8,92.893,-46.2,1.25,5099.1,0,0.0
34066,29,Service,single,Basic,no,yes,yes,1,5,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.0
21099,38,Service,divorced,Degree,unknown,no,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0
14928,38,Unskilled,married,Basic,unknown,yes,no,1,4,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0,0.1
15638,30,Professional,single,Degree,no,yes,no,0,3,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.0
38357,36,Professional,married,Basic,no,no,no,1,2,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,0,0.0
28019,41,Unskilled,married,Basic,unknown,yes,yes,1,1,2,failure,-1.8,93.075,-47.1,1.483,5099.1,0,0.0
6136,38,Unskilled,single,Mid,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
5907,44,Service,married,Degree,no,yes,no,0,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
39822,47,Unskilled,married,Mid,no,no,no,1,1,0,nonexistent,-1.7,94.055,-39.8,0.713,4991.6,0,0.9
19735,51,Service,divorced,Degree,no,yes,no,1,6,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.0
5707,43,Professional,married,Mid,no,yes,yes,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,1,0.0
12169,58,Professional,married,Degree,no,no,no,0,1,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,0,0.0
11583,42,Unskilled,married,Mid,unknown,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.0
35930,46,Service,single,Degree,no,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0,0.0
6390,39,Service,married,Degree,no,no,no,0,5,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.1
35834,45,Service,single,Degree,no,no,no,1,1,1,success,-1.8,92.893,-46.2,1.259,5099.1,1,0.7
23084,55,Service,divorced,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.0
26166,34,Professional,single,Mid,no,yes,yes,1,2,1,success,-0.1,93.2,-42.0,4.12,5195.8,0,0.3
24007,35,Professional,married,Degree,no,yes,no,0,1,0,nonexistent,-0.1,93.798,-40.4,5.0,5195.8,0,0.7
25767,51,Professional,divorced,Degree,no,yes,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.0
21187,32,Service,single,Degree,no,no,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0
10183,41,Service,married,Mid,unknown,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,0,0.0
16801,54,Service,married,Degree,unknown,no,yes,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
1930,40,Unskilled,married,Mid,no,no,no,0,3,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0
25076,54,Professional,married,Degree,no,no,no,1,1,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,0.266666666667
5001,37,Unskilled,single,Mid,no,yes,yes,0,2,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.0
11810,40,Unskilled,married,Basic,unknown,yes,no,0,4,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.0
1430,43,Unskilled,married,Basic,unknown,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0
13206,28,Service,single,Mid,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
21012,33,Service,married,Degree,no,no,yes,1,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0
30358,28,Service,married,Degree,no,yes,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0,0.7
22231,31,Professional,married,Degree,no,no,yes,1,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0
3220,45,Service,married,Basic,unknown,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.0
14154,40,Professional,married,Degree,no,no,no,1,3,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
31594,32,Service,married,Mid,no,no,no,1,1,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,0.0
30879,39,Unskilled,married,Mid,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0,0.1
40055,35,Service,married,Mid,no,yes,no,1,2,1,success,-1.7,94.215,-40.3,0.802,4991.6,1,0.7
3519,29,Unemployed,single,Degree,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.0
11843,31,Service,divorced,Mid,no,no,no,0,3,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.1
430,43,Professional,divorced,Degree,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
24854,39,Service,married,Degree,no,no,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,0,0.0
30591,56,Service,married,Degree,no,yes,yes,1,2,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1,0.6
38124,61,Professional,married,Degree,no,yes,no,1,1,0,nonexistent,-3.4,92.379,-29.8,0.741,5017.5,0,0.3
29226,47,Service,married,Degree,unknown,yes,yes,1,2,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.0
12513,47,Service,married,Mid,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.0
37511,41,Unskilled,married,Mid,no,no,no,1,1,1,failure,-2.9,92.201,-31.4,0.873,5076.2,0,0.6
39856,35,Service,single,Degree,no,yes,no,1,1,1,success,-1.7,94.055,-39.8,0.72,4991.6,1,0.9
34220,32,Professional,married,Degree,no,yes,yes,1,9,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0,0.1
17377,44,Unskilled,single,Mid,unknown,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.0
12584,45,Service,married,unknown,unknown,yes,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.0285714285714
18838,41,Service,married,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,0,0.0
18481,38,Service,married,Mid,no,yes,no,0,1,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0,0.1
1503,44,Unskilled,single,Mid,unknown,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0
15917,57,Service,married,Degree,no,yes,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.0
20021,41,Service,divorced,Degree,no,yes,yes,1,2,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.0
13787,41,Service,married,Mid,no,no,no,1,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.6
29518,40,Service,married,Degree,no,yes,yes,1,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.0
38537,34,unknown,single,Degree,no,no,no,0,1,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,0,0.2
37789,51,Service,divorced,Mid,no,yes,no,1,1,1,success,-2.9,92.201,-31.4,0.838,5076.2,1,0.8
26702,39,Service,single,Degree,unknown,yes,no,1,2,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.1
31776,34,Service,single,Mid,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.0
12353,28,Unskilled,divorced,Basic,no,no,no,0,1,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,0,0.0
29525,29,Service,single,Degree,no,no,yes,1,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.4
39496,59,Retired,divorced,Mid,no,yes,no,1,2,1,failure,-1.8,93.749,-34.6,0.644,5008.7,0,0.2
34956,34,Service,married,Degree,no,yes,no,1,1,2,failure,-1.8,92.893,-46.2,1.25,5099.1,0,0.3
21255,31,Service,single,Degree,no,yes,no,1,2,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.103333333333
12724,33,Service,married,Degree,no,yes,no,0,17,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0,0.3
28486,42,Professional,married,Degree,no,no,no,1,2,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,1,0.6
3715,24,Service,married,Mid,no,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.3
38588,60,Retired,married,Basic,unknown,yes,no,1,1,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,0,0.7
29663,34,Unskilled,married,Mid,no,yes,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.0
1077,29,Service,single,Degree,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.173333333333
6188,55,Service,married,Mid,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
28896,34,Service,married,Degree,no,no,no,1,2,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.3
32046,36,Unskilled,married,Basic,no,no,no,1,2,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.0
32315,49,Unskilled,married,Basic,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0,0.0
28382,38,Service,married,Mid,no,yes,no,1,1,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0,0.0
12079,41,Unskilled,married,Degree,unknown,no,yes,0,1,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,0,0.1
31792,37,Professional,divorced,Degree,no,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,0,0.1
7,41,Unskilled,married,unknown,unknown,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
26842,43,Service,single,Degree,unknown,unknown,unknown,1,3,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.1
19060,53,Unskilled,married,Basic,unknown,yes,no,0,4,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,1,0.0
37700,32,Service,married,Degree,no,yes,no,1,2,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,0,0.6
8718,25,Service,single,Mid,no,no,yes,0,2,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.0
8561,25,Unskilled,married,Mid,no,no,yes,0,1,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.3
3928,40,Professional,married,Mid,unknown,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.0
16810,56,Service,married,Mid,unknown,no,yes,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
13831,29,Service,married,unknown,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
25543,29,Service,single,Mid,no,yes,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0,0.0
28472,48,Unskilled,single,Mid,no,yes,no,1,1,1,failure,-1.8,93.075,-47.1,1.423,5099.1,0,0.3
2624,34,Unskilled,single,Basic,no,yes,yes,0,3,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0
29910,41,Unskilled,married,Degree,no,no,no,1,3,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0,0.3
9758,41,Unskilled,married,Basic,no,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.0
4851,46,Unskilled,married,Basic,no,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,1,0.0
7029,47,Service,married,Mid,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.4
10477,44,Service,divorced,Mid,no,no,no,0,3,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.0
20412,40,Service,married,Degree,no,yes,yes,1,1,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0,0.0
14111,31,Service,single,Mid,no,yes,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.1
25228,32,Service,single,Degree,no,yes,no,1,2,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,0.05
13906,55,Professional,married,Degree,unknown,yes,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
17147,46,Service,divorced,Degree,unknown,yes,no,0,4,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,1,0.0
12957,43,Unskilled,divorced,Mid,no,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.1
22613,32,Service,married,Degree,no,no,yes,1,2,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0
11342,25,Service,married,Mid,unknown,no,no,0,18,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.3
13525,36,Unskilled,married,Mid,unknown,yes,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
10930,33,Service,married,Degree,no,yes,no,0,5,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0,0.0
5822,52,Service,married,Degree,no,no,no,0,11,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.1
9798,37,Unskilled,divorced,Mid,unknown,no,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.0
38509,68,Retired,divorced,Degree,no,yes,no,1,2,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,1,0.2
24873,54,Service,divorced,Degree,no,yes,no,1,2,1,failure,-0.1,93.2,-42.0,4.153,5195.8,0,0.0
6988,43,Professional,married,Basic,no,yes,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0,0.1
11922,53,Service,married,unknown,no,no,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.0
36338,32,Service,single,Mid,no,yes,no,1,1,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1,0.475
22110,48,Service,married,Mid,no,no,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.2
2992,26,Unemployed,single,Mid,no,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0,0.0
28751,44,Unskilled,married,Basic,no,yes,no,1,1,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0,0.2
17134,29,Service,single,Degree,no,no,no,1,1,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
16596,24,Service,married,Mid,unknown,no,no,1,4,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.2
24510,53,Unskilled,married,Degree,no,no,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0,0.3
35542,35,Unskilled,married,Degree,no,yes,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0,0.1
9285,48,Professional,married,Mid,no,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.0
41048,25,Student,single,Mid,no,yes,no,0,1,0,nonexistent,-1.1,94.601,-49.5,1.037,4963.6,0,0.1
23389,37,Service,married,Degree,no,no,no,1,4,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0
40718,86,Retired,married,unknown,unknown,yes,yes,1,1,4,success,-1.1,94.199,-37.5,0.877,4963.6,1,0.5
31693,38,Service,married,Degree,no,unknown,unknown,1,1,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,0.2
5749,27,Service,single,Mid,no,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.2
41161,33,Service,married,Degree,no,yes,no,1,1,1,failure,-1.1,94.767,-50.8,1.035,4963.6,0,0.6
6660,54,Service,married,Mid,no,unknown,unknown,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
31418,30,Service,divorced,Mid,no,yes,no,0,4,1,failure,-1.8,92.893,-46.2,1.334,5099.1,0,0.0
39928,31,Unemployed,single,Mid,no,yes,no,1,3,0,nonexistent,-1.7,94.055,-39.8,0.742,4991.6,0,0.4
26862,41,Professional,divorced,Basic,no,no,no,1,1,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,0,0.0
6428,41,Service,single,Degree,unknown,no,no,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
22254,31,Service,single,Degree,no,no,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0,0.0
4156,28,Service,married,Mid,no,no,no,0,5,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,0,0.5
1291,45,Unskilled,married,Basic,unknown,no,yes,0,1,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0,0.0
11911,36,Unskilled,married,Degree,unknown,yes,no,0,2,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.0
22874,29,Service,single,Degree,no,no,no,1,7,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.0
31990,38,Service,married,Degree,no,yes,no,1,3,1,failure,-1.8,92.893,-46.2,1.327,5099.1,0,0.0
32744,35,Unskilled,single,Basic,unknown,yes,yes,1,2,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0.0
39392,27,Service,single,Degree,no,yes,no,1,1,2,success,-1.8,93.369,-34.8,0.634,5008.7,1,1.0
11220,55,Retired,divorced,Degree,no,no,no,0,3,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0,0.0
33626,27,Service,single,Mid,no,yes,yes,1,4,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.1
585,34,Service,single,Degree,no,no,yes,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
35318,30,Service,married,Mid,no,yes,no,1,2,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0,0.1
465,44,Service,married,Mid,no,yes,yes,0,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.1
27284,58,Retired,married,Degree,unknown,no,no,0,1,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.0
40110,33,Service,single,Degree,no,yes,no,1,1,1,failure,-1.7,94.215,-40.3,0.827,4991.6,0,0.3
14295,28,Service,married,Degree,no,no,no,1,2,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0,0.0
20771,49,Unskilled,married,Mid,unknown,no,yes,1,4,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0,0.0
27248,47,Service,married,Degree,no,no,no,1,2,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0,0.0
33060,47,Service,single,Mid,no,yes,no,1,3,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,1,0.0
9093,33,Service,single,Degree,no,no,yes,0,4,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0,0.0
37403,74,Retired,married,Degree,no,yes,no,1,2,1,failure,-2.9,92.201,-31.4,0.879,5076.2,1,0.6
8552,58,Service,married,Basic,no,yes,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0,0.0
32788,28,Service,married,Degree,no,no,no,1,1,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0,0.1
16604,31,Service,single,Degree,no,no,no,0,2,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
23709,41,Professional,married,Degree,unknown,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0,0.2
19498,35,Service,single,Degree,no,yes,no,1,1,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0,0.0
22691,48,Professional,married,Mid,no,no,no,1,3,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0,0.0
1045,42,Unskilled,married,Basic,unknown,no,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0,0.0
16690,24,Service,single,Mid,no,no,no,1,5,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0,0.0
34123,39,Professional,married,Mid,no,yes,no,1,2,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0,0.0
11527,25,Service,married,Mid,no,yes,no,0,3,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.0
11474,37,Service,married,Basic,no,yes,no,0,1,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0,0.0
7947,47,Professional,divorced,Degree,no,no,yes,0,1,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0,0.0
314,40,Professional,married,Degree,unknown,yes,no,0,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0.0
37054,45,Service,married,Degree,no,yes,no,1,1,0,nonexistent,-2.9,92.469,-33.6,1.029,5076.2,0,0.7
